user,task_id,probability
2b2396af4cbf91224f099e909c6068f7,6. Stretch a Ramp,0.8465472210601288
2b2396af4cbf91224f099e909c6068f7,7. Max 2 Boxes,0.8850247525837194
2b2396af4cbf91224f099e909c6068f7,8. Combine 2 Ramps,0.7534997623518611
2b2396af4cbf91224f099e909c6068f7,9. Scaling Round Objects,0.3763145353222772
2b2396af4cbf91224f099e909c6068f7,Pi Henge,0.7167900578231948
2b2396af4cbf91224f099e909c6068f7,Square Cross-Sections,0.5663066217011672
2d3db94690a19a62a0942fbd6ac30308,1. One Box,0.937547812302044
2d3db94690a19a62a0942fbd6ac30308,2. Separated Boxes,0.9364850452696231
2d3db94690a19a62a0942fbd6ac30308,3. Rotate a Pyramid,0.9354942567098362
2d3db94690a19a62a0942fbd6ac30308,4. Match Silhouettes,0.929005340702234
2d3db94690a19a62a0942fbd6ac30308,5. Removing Objects,0.9130259455288786
2d3db94690a19a62a0942fbd6ac30308,Bear Market,0.4741462652858705
302f89f8db8438ebfaf8ab4fd1d267f2,1. One Box,0.9417946024266122
302f89f8db8438ebfaf8ab4fd1d267f2,2. Separated Boxes,0.9408232607641469
302f89f8db8438ebfaf8ab4fd1d267f2,3. Rotate a Pyramid,0.939916283727437
302f89f8db8438ebfaf8ab4fd1d267f2,4. Match Silhouettes,0.9344510128393477
302f89f8db8438ebfaf8ab4fd1d267f2,5. Removing Objects,0.7559052850270486
302f89f8db8438ebfaf8ab4fd1d267f2,6. Stretch a Ramp,0.8740261708288
302f89f8db8438ebfaf8ab4fd1d267f2,7. Max 2 Boxes,0.9019300917301749
33619c0e26fd218fbe79c78b631b7843,1. One Box,0.9453911334626145
33619c0e26fd218fbe79c78b631b7843,2. Separated Boxes,0.9444977017227412
33619c0e26fd218fbe79c78b631b7843,3. Rotate a Pyramid,0.9436624572565143
33619c0e26fd218fbe79c78b631b7843,4. Match Silhouettes,0.9389872996367312
33619c0e26fd218fbe79c78b631b7843,5. Removing Objects,0.8086569010431747
33619c0e26fd218fbe79c78b631b7843,6. Stretch a Ramp,0.8902522272903014
33619c0e26fd218fbe79c78b631b7843,7. Max 2 Boxes,0.7222706419842
33619c0e26fd218fbe79c78b631b7843,8. Combine 2 Ramps,0.8168995412142404
33619c0e26fd218fbe79c78b631b7843,9. Scaling Round Objects,0.600284037262246
3ea797888d868011497d6e0e56206f3b,1. One Box,0.9484774018845568
3ea797888d868011497d6e0e56206f3b,2. Separated Boxes,0.9476509106606679
3ea797888d868011497d6e0e56206f3b,3. Rotate a Pyramid,0.9468775049318927
3ea797888d868011497d6e0e56206f3b,4. Match Silhouettes,0.9428253773634654
3ea797888d868011497d6e0e56206f3b,5. Removing Objects,0.8424227339855055
40d788246ddbc125d1488077d7711321,1. One Box,0.9511558784600851
4e46303a1a86e794ec6f495f04a1d95b,Warm Up,0.5
516f1d9200914db303f76bbefbeff1ad,1. One Box,0.8767425031287966
516f1d9200914db303f76bbefbeff1ad,2. Separated Boxes,0.9510844134508067
516f1d9200914db303f76bbefbeff1ad,3. Rotate a Pyramid,0.950368026447494
516f1d9200914db303f76bbefbeff1ad,4. Match Silhouettes,0.9468564491147965
516f1d9200914db303f76bbefbeff1ad,5. Removing Objects,0.6632510846406916
516f1d9200914db303f76bbefbeff1ad,6. Stretch a Ramp,0.9062383154580853
516f1d9200914db303f76bbefbeff1ad,7. Max 2 Boxes,0.7953730237560607
516f1d9200914db303f76bbefbeff1ad,8. Combine 2 Ramps,0.8543733674906356
516f1d9200914db303f76bbefbeff1ad,9. Scaling Round Objects,0.3989725299026469
516f1d9200914db303f76bbefbeff1ad,Square Cross-Sections,0.3547785962070866
5d9c68c6c50ed3d02a2fcf54f63993b6,Bear Market,0.29870686104773286
5d9c68c6c50ed3d02a2fcf54f63993b6,Bull Market,0.49253288368167014
5d9c68c6c50ed3d02a2fcf54f63993b6,Few Clues,0.47622024580571304
5d9c68c6c50ed3d02a2fcf54f63993b6,More Than Meets Your Eye,0.4546806380180722
5d9c68c6c50ed3d02a2fcf54f63993b6,Not Bird,0.43249654260794795
5d9c68c6c50ed3d02a2fcf54f63993b6,Orange Dance,0.41763508685594103
5d9c68c6c50ed3d02a2fcf54f63993b6,Zzz,0.401480432938742
66e12afc561f043a0ff56910f2b166d0,1. One Box,0.8898016687644935
66e12afc561f043a0ff56910f2b166d0,2. Separated Boxes,0.9533223607937743
66e12afc561f043a0ff56910f2b166d0,3. Rotate a Pyramid,0.952652106003044
66e12afc561f043a0ff56910f2b166d0,4. Match Silhouettes,0.9495340301145697
66e12afc561f043a0ff56910f2b166d0,5. Removing Objects,0.7436373097115713
66e12afc561f043a0ff56910f2b166d0,6. Stretch a Ramp,0.9143248471759144
66e12afc561f043a0ff56910f2b166d0,7. Max 2 Boxes,0.8323122062585284
66e12afc561f043a0ff56910f2b166d0,8. Combine 2 Ramps,0.874263958667294
66e12afc561f043a0ff56910f2b166d0,9. Scaling Round Objects,0.5901006731591893
66e12afc561f043a0ff56910f2b166d0,Bird Fez,0.7163001429860612
66e12afc561f043a0ff56910f2b166d0,Square Cross-Sections,0.22365616132402164
6b0db803ea472a64d60982fc9820ec6d,1. One Box,0.9001520506155196
6b0db803ea472a64d60982fc9820ec6d,2. Separated Boxes,0.9553246392430875
6b0db803ea472a64d60982fc9820ec6d,3. Rotate a Pyramid,0.9546950932725019
6b0db803ea472a64d60982fc9820ec6d,4. Match Silhouettes,0.9519048510829694
6b0db803ea472a64d60982fc9820ec6d,5. Removing Objects,0.7941513750093376
6b0db803ea472a64d60982fc9820ec6d,6. Stretch a Ramp,0.9082216765001181
6b0db803ea472a64d60982fc9820ec6d,7. Max 2 Boxes,0.836569734686773
6b0db803ea472a64d60982fc9820ec6d,8. Combine 2 Ramps,0.8724568836617326
6f92f9126b33790d7fef01f949d8334b,Square Cross-Sections,0.4375361045448567
781ddfc1403d3625fe99f9cb5986f096,1. One Box,0.9085505799774958
781ddfc1403d3625fe99f9cb5986f096,2. Separated Boxes,0.9571241646435107
781ddfc1403d3625fe99f9cb5986f096,3. Rotate a Pyramid,0.9565307483951337
85e2dbc0501c15f84b17a1fd7364467d,1. One Box,0.9154986067831857
85e2dbc0501c15f84b17a1fd7364467d,2. Separated Boxes,0.9587489290767097
85e2dbc0501c15f84b17a1fd7364467d,3. Rotate a Pyramid,0.8964958036918952
85e2dbc0501c15f84b17a1fd7364467d,4. Match Silhouettes,0.9544190599613401
85e2dbc0501c15f84b17a1fd7364467d,5. Removing Objects,0.5784212711667881
85e2dbc0501c15f84b17a1fd7364467d,6. Stretch a Ramp,0.9061203486122977
85e2dbc0501c15f84b17a1fd7364467d,7. Max 2 Boxes,0.8452525306576744
85e2dbc0501c15f84b17a1fd7364467d,8. Combine 2 Ramps,0.6697985530167824
96ddabca419f7153f2c0ed0cba63a9e4,1. One Box,0.9213405610281815
96ddabca419f7153f2c0ed0cba63a9e4,2. Separated Boxes,0.9602225049615091
96ddabca419f7153f2c0ed0cba63a9e4,3. Rotate a Pyramid,0.9051229537301624
96ddabca419f7153f2c0ed0cba63a9e4,4. Match Silhouettes,0.8893556776055362
96ddabca419f7153f2c0ed0cba63a9e4,5. Removing Objects,0.4715459316619371
96ddabca419f7153f2c0ed0cba63a9e4,6. Stretch a Ramp,0.9290901491288238
9ebecebccf7f8b60313c913a80f70f47,1. One Box,0.9263204945516901
9ebecebccf7f8b60313c913a80f70f47,2. Separated Boxes,0.96156469587039
9ebecebccf7f8b60313c913a80f70f47,3. Rotate a Pyramid,0.9122815304122572
9ebecebccf7f8b60313c913a80f70f47,4. Match Silhouettes,0.8992824608529615
9ebecebccf7f8b60313c913a80f70f47,5. Removing Objects,0.3536033203077591
9ebecebccf7f8b60313c913a80f70f47,6. Stretch a Ramp,0.8508505520198811
9ebecebccf7f8b60313c913a80f70f47,7. Max 2 Boxes,0.9062308597963155
9ebecebccf7f8b60313c913a80f70f47,8. Combine 2 Ramps,0.5707826866966846
9ebecebccf7f8b60313c913a80f70f47,9. Scaling Round Objects,0.7325012990089691
9ebecebccf7f8b60313c913a80f70f47,Square Cross-Sections,0.3594220874458731
9f5b213ac14a39e0506ff211a2ff2ffc,1. One Box,0.9306159588199789
9f5b213ac14a39e0506ff211a2ff2ffc,2. Separated Boxes,0.9627921615485793
9f5b213ac14a39e0506ff211a2ff2ffc,3. Rotate a Pyramid,0.9183149854084033
9f5b213ac14a39e0506ff211a2ff2ffc,4. Match Silhouettes,0.9074176207379242
9f5b213ac14a39e0506ff211a2ff2ffc,5. Removing Objects,0.5098872938832297
9f5b213ac14a39e0506ff211a2ff2ffc,6. Stretch a Ramp,0.8664071963200939
9f5b213ac14a39e0506ff211a2ff2ffc,7. Max 2 Boxes,0.912280835077597
9f5b213ac14a39e0506ff211a2ff2ffc,8. Combine 2 Ramps,0.6792700473405788
a48c50f9ef3ef60c304e7e4ca5d775cb,1. One Box,0.9343590984173361
a48c50f9ef3ef60c304e7e4ca5d775cb,2. Separated Boxes,0.963918962733948
a48c50f9ef3ef60c304e7e4ca5d775cb,3. Rotate a Pyramid,0.9234682024489475
a48c50f9ef3ef60c304e7e4ca5d775cb,4. Match Silhouettes,0.9142026703399088
a48c50f9ef3ef60c304e7e4ca5d775cb,5. Removing Objects,0.6255892466870508
a48c50f9ef3ef60c304e7e4ca5d775cb,6. Stretch a Ramp,0.8791711465757911
a48c50f9ef3ef60c304e7e4ca5d775cb,7. Max 2 Boxes,0.9178204278473018
a48c50f9ef3ef60c304e7e4ca5d775cb,8. Combine 2 Ramps,0.747624371678795
a48c50f9ef3ef60c304e7e4ca5d775cb,9. Scaling Round Objects,0.7781449856306834
a7d70a79fa9f7d3dec47bac5541e53be,1. One Box,0.9376502301737197
a7d70a79fa9f7d3dec47bac5541e53be,2. Separated Boxes,0.9649570168663492
a7d70a79fa9f7d3dec47bac5541e53be,3. Rotate a Pyramid,0.9279202596812186
a7d70a79fa9f7d3dec47bac5541e53be,4. Match Silhouettes,0.9054923805804587
a7d70a79fa9f7d3dec47bac5541e53be,5. Removing Objects,0.6253135475586596
a7d70a79fa9f7d3dec47bac5541e53be,7. Max 2 Boxes,0.8763459867441498
a7d70a79fa9f7d3dec47bac5541e53be,8. Combine 2 Ramps,0.6607430982390925
a89dc0a90ec4abfdc92e621e3ca80748,1. One Box,0.9405668435246911
a89dc0a90ec4abfdc92e621e3ca80748,2. Separated Boxes,0.9659164721533429
a89dc0a90ec4abfdc92e621e3ca80748,3. Rotate a Pyramid,0.8553932409146157
a89dc0a90ec4abfdc92e621e3ca80748,4. Match Silhouettes,0.8400997912567864
a89dc0a90ec4abfdc92e621e3ca80748,5. Removing Objects,0.5779773387497473
a89dc0a90ec4abfdc92e621e3ca80748,6. Stretch a Ramp,0.8776481299134964
a89dc0a90ec4abfdc92e621e3ca80748,7. Max 2 Boxes,0.8121252794988565
a89dc0a90ec4abfdc92e621e3ca80748,8. Combine 2 Ramps,0.6325347628262892
a89dc0a90ec4abfdc92e621e3ca80748,9. Scaling Round Objects,0.5546757240583902
a89dc0a90ec4abfdc92e621e3ca80748,Angled Silhouette,0.4999575132407588
a89dc0a90ec4abfdc92e621e3ca80748,Bird Fez,0.39169511903466414
a89dc0a90ec4abfdc92e621e3ca80748,Boxes Obscure Spheres,0.2390405332807662
a89dc0a90ec4abfdc92e621e3ca80748,Square Cross-Sections,0.18262757723162018
a89dc0a90ec4abfdc92e621e3ca80748,Zzz,0.3229478793353945
afa648f0959b8ff1a10ddb9c643aa172,1. One Box,0.9431697210884772
afa648f0959b8ff1a10ddb9c643aa172,2. Separated Boxes,0.966806012150464
afa648f0959b8ff1a10ddb9c643aa172,3. Rotate a Pyramid,0.8693436436148608
afa648f0959b8ff1a10ddb9c643aa172,4. Match Silhouettes,0.8572704213976191
afa648f0959b8ff1a10ddb9c643aa172,45-Degree Rotations,0.7180442901661006
afa648f0959b8ff1a10ddb9c643aa172,5. Removing Objects,0.41785364416440773
afa648f0959b8ff1a10ddb9c643aa172,6. Stretch a Ramp,0.8959470955357091
afa648f0959b8ff1a10ddb9c643aa172,7. Max 2 Boxes,0.8470654300669037
afa648f0959b8ff1a10ddb9c643aa172,8. Combine 2 Ramps,0.7260803170739285
afa648f0959b8ff1a10ddb9c643aa172,9. Scaling Round Objects,0.40465096416898966
afa648f0959b8ff1a10ddb9c643aa172,Bird Fez,0.2795350110117584
afa648f0959b8ff1a10ddb9c643aa172,Boxes Obscure Spheres,0.21288709336633535
afa648f0959b8ff1a10ddb9c643aa172,Pi Henge,0.40866781904664445
afa648f0959b8ff1a10ddb9c643aa172,Pyramids are Strange,0.7204921569623288
afa648f0959b8ff1a10ddb9c643aa172,Square Cross-Sections,0.48305778298258656
afa648f0959b8ff1a10ddb9c643aa172,Sugar Cones,0.570054779632448
b2531b7f78817a6d4acda4a109b7a431,1. One Box,0.9455071965726691
b2531b7f78817a6d4acda4a109b7a431,2. Separated Boxes,0.9676331031667312
b2531b7f78817a6d4acda4a109b7a431,3. Rotate a Pyramid,0.8806991787540592
b2531b7f78817a6d4acda4a109b7a431,4. Match Silhouettes,0.8709749318971107
b2531b7f78817a6d4acda4a109b7a431,5. Removing Objects,0.5730150524754273
b2531b7f78817a6d4acda4a109b7a431,6. Stretch a Ramp,0.912470044318774
b2531b7f78817a6d4acda4a109b7a431,7. Max 2 Boxes,0.8755765228956343
b2531b7f78817a6d4acda4a109b7a431,8. Combine 2 Ramps,0.7918091439220469
b2531b7f78817a6d4acda4a109b7a431,9. Scaling Round Objects,0.589642479787281
b2531b7f78817a6d4acda4a109b7a431,Bird Fez,0.2047883851674909
b2531b7f78817a6d4acda4a109b7a431,Square Cross-Sections,0.650335510267677
bee2a34ccb9b04e94c012b32c0228791,1. One Box,0.9476181774908959
bee2a34ccb9b04e94c012b32c0228791,2. Separated Boxes,0.968404195377866
bfc0042bbe42e56ce5a8d2d9b8c0f4e4,1. One Box,0.9495343303279139
bfc0042bbe42e56ce5a8d2d9b8c0f4e4,Bear Market,0.20498257644941068
d0eb9b379fb70519d83b457b6c85ec4d,1. One Box,0.9512816862841814
d0eb9b379fb70519d83b457b6c85ec4d,2. Separated Boxes,0.9691144281909347
d0eb9b379fb70519d83b457b6c85ec4d,3. Rotate a Pyramid,0.8900250215726313
d0eb9b379fb70519d83b457b6c85ec4d,4. Match Silhouettes,0.8820553940234862
d0eb9b379fb70519d83b457b6c85ec4d,5. Removing Objects,0.6581567043247362
d0eb9b379fb70519d83b457b6c85ec4d,6. Stretch a Ramp,0.9172625252765909
d0eb9b379fb70519d83b457b6c85ec4d,7. Max 2 Boxes,0.8858515678975789
d0eb9b379fb70519d83b457b6c85ec4d,Square Cross-Sections,0.7218310513567558
e08bc4c6e82c2fce47308de23960f73c,1. One Box,0.9528818388496363
e08bc4c6e82c2fce47308de23960f73c,2. Separated Boxes,0.9697909123439359
e08bc4c6e82c2fce47308de23960f73c,3. Rotate a Pyramid,0.8979621389245475
e08bc4c6e82c2fce47308de23960f73c,4. Match Silhouettes,0.8913401226455836
e08bc4c6e82c2fce47308de23960f73c,5. Removing Objects,0.7186506615373206
e3d9bb1dbe4394feac89c0974e04a53f,1. One Box,0.9543528490765373
e3d9bb1dbe4394feac89c0974e04a53f,2. Separated Boxes,0.9704259533751401
e3d9bb1dbe4394feac89c0974e04a53f,3. Rotate a Pyramid,0.904727898326234
e3d9bb1dbe4394feac89c0974e04a53f,4. Match Silhouettes,0.8991573202968624
e3d9bb1dbe4394feac89c0974e04a53f,5. Removing Objects,0.5858381118262838
e86797831be7ef238bf4da814e085931,1. One Box,0.9557099383677325
ffb0d9f90251dac55dde43e4cae2c46c,1. One Box,0.9185294736592724
ffb0d9f90251dac55dde43e4cae2c46c,2. Separated Boxes,0.971231838142264
ffb0d9f90251dac55dde43e4cae2c46c,3. Rotate a Pyramid,0.9111618372501267
16877a7d2e69929dcf77a5b6ea4e6cd9,1. One Box,0.9225026397131797
16877a7d2e69929dcf77a5b6ea4e6cd9,2. Separated Boxes,0.9717720385715153
16877a7d2e69929dcf77a5b6ea4e6cd9,3. Rotate a Pyramid,0.8417051257636158
16877a7d2e69929dcf77a5b6ea4e6cd9,4. Match Silhouettes,0.9074349187290779
16877a7d2e69929dcf77a5b6ea4e6cd9,45-Degree Rotations,0.4263733480130473
16877a7d2e69929dcf77a5b6ea4e6cd9,5. Removing Objects,0.49746333699236017
16877a7d2e69929dcf77a5b6ea4e6cd9,6. Stretch a Ramp,0.9314285016883381
16877a7d2e69929dcf77a5b6ea4e6cd9,7. Max 2 Boxes,0.9072391875215818
16877a7d2e69929dcf77a5b6ea4e6cd9,8. Combine 2 Ramps,0.8373949072245456
16877a7d2e69929dcf77a5b6ea4e6cd9,9. Scaling Round Objects,0.7115802091132409
16877a7d2e69929dcf77a5b6ea4e6cd9,Angled Silhouette,0.36103388796523556
16877a7d2e69929dcf77a5b6ea4e6cd9,Bird Fez,0.17020475965979054
16877a7d2e69929dcf77a5b6ea4e6cd9,Boxes Obscure Spheres,0.20424015299698614
16877a7d2e69929dcf77a5b6ea4e6cd9,Bull Market,0.37424100009015737
16877a7d2e69929dcf77a5b6ea4e6cd9,Few Clues,0.4180036996618832
16877a7d2e69929dcf77a5b6ea4e6cd9,Not Bird,0.4237997755231992
16877a7d2e69929dcf77a5b6ea4e6cd9,Object Limits,0.6086551213131073
16877a7d2e69929dcf77a5b6ea4e6cd9,Orange Dance,0.4337365579018289
16877a7d2e69929dcf77a5b6ea4e6cd9,Pi Henge,0.695402338025017
16877a7d2e69929dcf77a5b6ea4e6cd9,Pyramids are Strange,0.8441706305320583
16877a7d2e69929dcf77a5b6ea4e6cd9,Ramp Up and Can It,0.6088779564061426
16877a7d2e69929dcf77a5b6ea4e6cd9,Square Cross-Sections,0.5866142961493765
16877a7d2e69929dcf77a5b6ea4e6cd9,Stranger Shapes,0.6022916274074979
16877a7d2e69929dcf77a5b6ea4e6cd9,Sugar Cones,0.3461650979141577
16877a7d2e69929dcf77a5b6ea4e6cd9,Tall and Small,0.6111655396381922
16877a7d2e69929dcf77a5b6ea4e6cd9,Unnecessary,0.5975840777913326
16877a7d2e69929dcf77a5b6ea4e6cd9,Warm Up,0.36406967779219485
16877a7d2e69929dcf77a5b6ea4e6cd9,Zzz,0.29344881538065587
17db09f3cda608d44115c85fddc3c9ad,1. One Box,0.9260522507895316
17db09f3cda608d44115c85fddc3c9ad,2. Separated Boxes,0.9722840715613852
17db09f3cda608d44115c85fddc3c9ad,3. Rotate a Pyramid,0.8559313516530042
17db09f3cda608d44115c85fddc3c9ad,4. Match Silhouettes,0.9128339954726584
17db09f3cda608d44115c85fddc3c9ad,45-Degree Rotations,0.6542255303829935
17db09f3cda608d44115c85fddc3c9ad,5. Removing Objects,0.5843932067695352
17db09f3cda608d44115c85fddc3c9ad,6. Stretch a Ramp,0.9316829384816712
17db09f3cda608d44115c85fddc3c9ad,7. Max 2 Boxes,0.9095054986757921
17db09f3cda608d44115c85fddc3c9ad,8. Combine 2 Ramps,0.8502332327414354
17db09f3cda608d44115c85fddc3c9ad,9. Scaling Round Objects,0.7595183857264067
17db09f3cda608d44115c85fddc3c9ad,Angled Silhouette,0.6128877232810089
17db09f3cda608d44115c85fddc3c9ad,Bear Market,0.17965921468852664
17db09f3cda608d44115c85fddc3c9ad,Bird Fez,0.37359300483943597
17db09f3cda608d44115c85fddc3c9ad,Boxes Obscure Spheres,0.40480252077324363
17db09f3cda608d44115c85fddc3c9ad,More Than Meets Your Eye,0.3365367300799564
17db09f3cda608d44115c85fddc3c9ad,Not Bird,0.1969506064636019
17db09f3cda608d44115c85fddc3c9ad,Object Limits,0.6861084267068475
17db09f3cda608d44115c85fddc3c9ad,Orange Dance,0.20055201153923635
17db09f3cda608d44115c85fddc3c9ad,Pi Henge,0.7581661523821888
17db09f3cda608d44115c85fddc3c9ad,Pyramids are Strange,0.8311608386400777
17db09f3cda608d44115c85fddc3c9ad,Ramp Up and Can It,0.27253783190133235
17db09f3cda608d44115c85fddc3c9ad,Square Cross-Sections,0.6488211997376527
17db09f3cda608d44115c85fddc3c9ad,Stranger Shapes,0.29864591131979107
17db09f3cda608d44115c85fddc3c9ad,Sugar Cones,0.5721939241031481
17db09f3cda608d44115c85fddc3c9ad,Tall and Small,0.29605870204878754
17db09f3cda608d44115c85fddc3c9ad,Unnecessary,0.29594405229620135
17db09f3cda608d44115c85fddc3c9ad,Warm Up,0.5921414125849879
17db09f3cda608d44115c85fddc3c9ad,Zzz,0.5244826943950441
17f8fdb215276b60e1b97a24962ad0f2,1. One Box,0.9292424043961823
17f8fdb215276b60e1b97a24962ad0f2,2. Separated Boxes,0.9727700066842633
17f8fdb215276b60e1b97a24962ad0f2,3. Rotate a Pyramid,0.8677155596485135
17f8fdb215276b60e1b97a24962ad0f2,4. Match Silhouettes,0.9175796336225899
17f8fdb215276b60e1b97a24962ad0f2,45-Degree Rotations,0.7640798881897405
17f8fdb215276b60e1b97a24962ad0f2,5. Removing Objects,0.6155014636539605
17f8fdb215276b60e1b97a24962ad0f2,6. Stretch a Ramp,0.9225659063205993
17f8fdb215276b60e1b97a24962ad0f2,7. Max 2 Boxes,0.8997821692209497
17f8fdb215276b60e1b97a24962ad0f2,8. Combine 2 Ramps,0.8434130623810941
17f8fdb215276b60e1b97a24962ad0f2,9. Scaling Round Objects,0.7698607160796386
17f8fdb215276b60e1b97a24962ad0f2,Angled Silhouette,0.3241541471780871
17f8fdb215276b60e1b97a24962ad0f2,Bird Fez,0.5709409317752524
17f8fdb215276b60e1b97a24962ad0f2,Boxes Obscure Spheres,0.23968559674867482
