group,task_id,difficulty
8cbfa61cb2b025b16b04a8e470422960,6. Stretch a Ramp,0.5432660891481033
8cbfa61cb2b025b16b04a8e470422960,7. Max 2 Boxes,0.5343559595259398
8cbfa61cb2b025b16b04a8e470422960,8. Combine 2 Ramps,0.5207909283712511
8cbfa61cb2b025b16b04a8e470422960,9. Scaling Round Objects,0.581385083633775
8cbfa61cb2b025b16b04a8e470422960,Square Cross-Sections,0.5289322371688574
8cbfa61cb2b025b16b04a8e470422960,45-Degree Rotations,0.7465927563396142
8cbfa61cb2b025b16b04a8e470422960,Bird Fez,0.7092200408909172
8cbfa61cb2b025b16b04a8e470422960,Boxes Obscure Spheres,1.0
8cbfa61cb2b025b16b04a8e470422960,Pi Henge,0.5408401967883549
8cbfa61cb2b025b16b04a8e470422960,Pyramids are Strange,0.7645106446625397
8cbfa61cb2b025b16b04a8e470422960,Bear Market,0.510949482872807
8cbfa61cb2b025b16b04a8e470422960,Warm Up,0.5444028282783837
8cbfa61cb2b025b16b04a8e470422960,Bull Market,0.0
8cbfa61cb2b025b16b04a8e470422960,Few Clues,0.5642925659763086
8cbfa61cb2b025b16b04a8e470422960,More Than Meets Your Eye,0.6183810594589086
8cbfa61cb2b025b16b04a8e470422960,Not Bird,0.09809471847847864
8cbfa61cb2b025b16b04a8e470422960,Orange Dance,0.5109797468583359
8cbfa61cb2b025b16b04a8e470422960,Zzz,0.4191943956237959
8cbfa61cb2b025b16b04a8e470422960,Angled Silhouette,0.9279966768821755
8cbfa61cb2b025b16b04a8e470422960,Sugar Cones,0.6823333618410583
8cbfa61cb2b025b16b04a8e470422960,Object Limits,0.5877522153647665
8cbfa61cb2b025b16b04a8e470422960,Ramp Up and Can It,0.37949944643987193
8cbfa61cb2b025b16b04a8e470422960,Stranger Shapes,0.6512169970407107
8cbfa61cb2b025b16b04a8e470422960,Tall and Small,0.42974875683658564
8cbfa61cb2b025b16b04a8e470422960,Unnecessary,0.22883031194900344
8cbfa61cb2b025b16b04a8e470422960,Tetromino,0.5358287442109363
95cd1f045a0329cf5595ae734ae7ae43,1. One Box,0.18376738344573287
95cd1f045a0329cf5595ae734ae7ae43,2. Separated Boxes,0.3844701547463898
95cd1f045a0329cf5595ae734ae7ae43,3. Rotate a Pyramid,0.19206283867187462
95cd1f045a0329cf5595ae734ae7ae43,4. Match Silhouettes,0.19678854567214213
95cd1f045a0329cf5595ae734ae7ae43,5. Removing Objects,0.1722646315628322
95cd1f045a0329cf5595ae734ae7ae43,6. Stretch a Ramp,0.18444575795534435
95cd1f045a0329cf5595ae734ae7ae43,7. Max 2 Boxes,0.8480638901286576
95cd1f045a0329cf5595ae734ae7ae43,8. Combine 2 Ramps,0.629317577475605
95cd1f045a0329cf5595ae734ae7ae43,9. Scaling Round Objects,0.8216714772293817
95cd1f045a0329cf5595ae734ae7ae43,Square Cross-Sections,1.0
95cd1f045a0329cf5595ae734ae7ae43,45-Degree Rotations,0.15610365832634288
95cd1f045a0329cf5595ae734ae7ae43,Bird Fez,0.3318426978539355
95cd1f045a0329cf5595ae734ae7ae43,Boxes Obscure Spheres,0.26344515335722274
95cd1f045a0329cf5595ae734ae7ae43,Pi Henge,0.4673564764376183
95cd1f045a0329cf5595ae734ae7ae43,Pyramids are Strange,0.42464090028158447
95cd1f045a0329cf5595ae734ae7ae43,Bear Market,0.24704042269652718
95cd1f045a0329cf5595ae734ae7ae43,Warm Up,0.18498551410722594
95cd1f045a0329cf5595ae734ae7ae43,Bull Market,0.6110585061387005
95cd1f045a0329cf5595ae734ae7ae43,Few Clues,0.0
95cd1f045a0329cf5595ae734ae7ae43,More Than Meets Your Eye,0.12932069332655707
95cd1f045a0329cf5595ae734ae7ae43,Not Bird,0.8391702873630831
95cd1f045a0329cf5595ae734ae7ae43,Orange Dance,0.3180044289067874
95cd1f045a0329cf5595ae734ae7ae43,Zzz,0.3658683885290769
95cd1f045a0329cf5595ae734ae7ae43,Angled Silhouette,0.14280408997101293
95cd1f045a0329cf5595ae734ae7ae43,Sugar Cones,0.1598502627640607
95cd1f045a0329cf5595ae734ae7ae43,Object Limits,0.15469914260638223
95cd1f045a0329cf5595ae734ae7ae43,Ramp Up and Can It,0.12839860973767223
95cd1f045a0329cf5595ae734ae7ae43,Stranger Shapes,0.37204583998208296
95cd1f045a0329cf5595ae734ae7ae43,Tall and Small,0.11328546562389412
95cd1f045a0329cf5595ae734ae7ae43,Unnecessary,0.117056400598655
95cd1f045a0329cf5595ae734ae7ae43,Tetromino,0.2170185008234745
c6262795f034865c9e9203305638ee79,1. One Box,0.21920350800377378
c6262795f034865c9e9203305638ee79,2. Separated Boxes,0.4421997225408816
c6262795f034865c9e9203305638ee79,3. Rotate a Pyramid,0.22631970483342992
c6262795f034865c9e9203305638ee79,4. Match Silhouettes,0.4370958449147987
c6262795f034865c9e9203305638ee79,5. Removing Objects,0.3371134280147226
c6262795f034865c9e9203305638ee79,6. Stretch a Ramp,0.6921496610075045
c6262795f034865c9e9203305638ee79,7. Max 2 Boxes,0.43747495719403934
c6262795f034865c9e9203305638ee79,8. Combine 2 Ramps,0.5421864546933325
c6262795f034865c9e9203305638ee79,9. Scaling Round Objects,0.2029576606301589
c6262795f034865c9e9203305638ee79,Square Cross-Sections,0.33655915868553576
c6262795f034865c9e9203305638ee79,45-Degree Rotations,0.5725685375901447
c6262795f034865c9e9203305638ee79,Bird Fez,0.4119805323173253
c6262795f034865c9e9203305638ee79,Boxes Obscure Spheres,0.3167166317361644
c6262795f034865c9e9203305638ee79,Pi Henge,0.13905715814738193
c6262795f034865c9e9203305638ee79,Pyramids are Strange,0.5090520093253444
c6262795f034865c9e9203305638ee79,Bear Market,0.4449859183426889
c6262795f034865c9e9203305638ee79,Warm Up,0.5776307893011144
c6262795f034865c9e9203305638ee79,Bull Market,0.807572493640251
c6262795f034865c9e9203305638ee79,Few Clues,0.13349069088654758
c6262795f034865c9e9203305638ee79,More Than Meets Your Eye,0.0
c6262795f034865c9e9203305638ee79,Not Bird,0.6126103943522694
c6262795f034865c9e9203305638ee79,Orange Dance,0.5005077919592694
c6262795f034865c9e9203305638ee79,Zzz,0.5839060186686913
c6262795f034865c9e9203305638ee79,Angled Silhouette,0.2683573091784304
c6262795f034865c9e9203305638ee79,Sugar Cones,0.19793614213694755
c6262795f034865c9e9203305638ee79,Object Limits,0.024402861813219087
c6262795f034865c9e9203305638ee79,Ramp Up and Can It,1.0
c6262795f034865c9e9203305638ee79,Stranger Shapes,0.4728493819694097
c6262795f034865c9e9203305638ee79,Tall and Small,0.35233765489779006
c6262795f034865c9e9203305638ee79,Unnecessary,0.06310716091272582
c6262795f034865c9e9203305638ee79,Tetromino,0.36691440988801677
cb71040b5bd1341a34afc24961536ebd,1. One Box,0.7166608342592828
cb71040b5bd1341a34afc24961536ebd,2. Separated Boxes,0.9936500016714342
cb71040b5bd1341a34afc24961536ebd,3. Rotate a Pyramid,0.6718125480172125
cb71040b5bd1341a34afc24961536ebd,4. Match Silhouettes,0.6556616412869698
cb71040b5bd1341a34afc24961536ebd,5. Removing Objects,0.7642480173870896
cb71040b5bd1341a34afc24961536ebd,6. Stretch a Ramp,0.697569084004933
cb71040b5bd1341a34afc24961536ebd,7. Max 2 Boxes,0.5384647599384957
cb71040b5bd1341a34afc24961536ebd,8. Combine 2 Ramps,0.6811642430044008
cb71040b5bd1341a34afc24961536ebd,9. Scaling Round Objects,0.5300381694356079
cb71040b5bd1341a34afc24961536ebd,Square Cross-Sections,0.8336541666877385
cb71040b5bd1341a34afc24961536ebd,45-Degree Rotations,0.815821350751555
cb71040b5bd1341a34afc24961536ebd,Bird Fez,0.7999078195209071
cb71040b5bd1341a34afc24961536ebd,Boxes Obscure Spheres,0.89252021398604
cb71040b5bd1341a34afc24961536ebd,Pi Henge,0.6378073310450592
cb71040b5bd1341a34afc24961536ebd,Pyramids are Strange,0.6110017708069283
cb71040b5bd1341a34afc24961536ebd,Bear Market,0.785196442491282
cb71040b5bd1341a34afc24961536ebd,Warm Up,0.7182018201312865
cb71040b5bd1341a34afc24961536ebd,Bull Market,0.7182018201312865
cb71040b5bd1341a34afc24961536ebd,Few Clues,0.7182018201312865
cb71040b5bd1341a34afc24961536ebd,More Than Meets Your Eye,0.8172443090013738
cb71040b5bd1341a34afc24961536ebd,Not Bird,0.5730250128850392
cb71040b5bd1341a34afc24961536ebd,Orange Dance,0.7182018201312865
cb71040b5bd1341a34afc24961536ebd,Zzz,0.8145114653763497
cb71040b5bd1341a34afc24961536ebd,Angled Silhouette,0.9328157172187944
cb71040b5bd1341a34afc24961536ebd,Sugar Cones,1.0
cb71040b5bd1341a34afc24961536ebd,Object Limits,0.8940416892101948
cb71040b5bd1341a34afc24961536ebd,Ramp Up and Can It,0.9600188173262992
cb71040b5bd1341a34afc24961536ebd,Stranger Shapes,0.7291163132557281
cb71040b5bd1341a34afc24961536ebd,Tall and Small,0.6804220065457374
cb71040b5bd1341a34afc24961536ebd,Unnecessary,0.8813810714333474
cb71040b5bd1341a34afc24961536ebd,Tetromino,0.0
e21640b4aea9349ad77d86d6017cb061,1. One Box,0.015402884908269755
e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,0.0
e21640b4aea9349ad77d86d6017cb061,3. Rotate a Pyramid,0.11852599281667842
e21640b4aea9349ad77d86d6017cb061,4. Match Silhouettes,0.09922248915113073
e21640b4aea9349ad77d86d6017cb061,5. Removing Objects,0.3773673446720091
e21640b4aea9349ad77d86d6017cb061,6. Stretch a Ramp,0.19105312176290498
e21640b4aea9349ad77d86d6017cb061,7. Max 2 Boxes,0.2297555963668209
e21640b4aea9349ad77d86d6017cb061,8. Combine 2 Ramps,0.32819873212718126
e21640b4aea9349ad77d86d6017cb061,9. Scaling Round Objects,0.4011846483951333
e21640b4aea9349ad77d86d6017cb061,Square Cross-Sections,0.4955398410026179
e21640b4aea9349ad77d86d6017cb061,45-Degree Rotations,0.3736124011189622
e21640b4aea9349ad77d86d6017cb061,Bird Fez,0.40773165242782705
e21640b4aea9349ad77d86d6017cb061,Boxes Obscure Spheres,0.13947322814357274
e21640b4aea9349ad77d86d6017cb061,Pi Henge,0.2979066213278659
e21640b4aea9349ad77d86d6017cb061,Pyramids are Strange,0.20021198888952293
e21640b4aea9349ad77d86d6017cb061,Bear Market,0.23311955846617735
e21640b4aea9349ad77d86d6017cb061,Warm Up,0.15936442528430794
e21640b4aea9349ad77d86d6017cb061,Bull Market,0.12068209072608412
e21640b4aea9349ad77d86d6017cb061,Few Clues,0.12068209072608412
e21640b4aea9349ad77d86d6017cb061,More Than Meets Your Eye,0.9556641668041842
e21640b4aea9349ad77d86d6017cb061,Not Bird,0.41617562769892524
e21640b4aea9349ad77d86d6017cb061,Orange Dance,0.1815770299080863
e21640b4aea9349ad77d86d6017cb061,Zzz,0.3396793217251741
e21640b4aea9349ad77d86d6017cb061,Angled Silhouette,0.4550181220769843
e21640b4aea9349ad77d86d6017cb061,Sugar Cones,0.4461520371430269
e21640b4aea9349ad77d86d6017cb061,Object Limits,0.8996145084291677
e21640b4aea9349ad77d86d6017cb061,Ramp Up and Can It,0.23842319437133885
e21640b4aea9349ad77d86d6017cb061,Stranger Shapes,0.6431758682042075
e21640b4aea9349ad77d86d6017cb061,Tall and Small,1.0
e21640b4aea9349ad77d86d6017cb061,Unnecessary,0.2897905790708249
e21640b4aea9349ad77d86d6017cb061,Tetromino,0.12068209072608412
e6af7d42084352a39449e6d0a09b18cd,1. One Box,0.700640684363605
e6af7d42084352a39449e6d0a09b18cd,2. Separated Boxes,0.7056149855491562
e6af7d42084352a39449e6d0a09b18cd,3. Rotate a Pyramid,0.7443740319282429
e6af7d42084352a39449e6d0a09b18cd,4. Match Silhouettes,0.7289674670450573
e6af7d42084352a39449e6d0a09b18cd,5. Removing Objects,0.5662555314471607
e6af7d42084352a39449e6d0a09b18cd,6. Stretch a Ramp,0.6469711643028593
e6af7d42084352a39449e6d0a09b18cd,7. Max 2 Boxes,0.588010289424636
e6af7d42084352a39449e6d0a09b18cd,8. Combine 2 Ramps,0.6771671794046729
e6af7d42084352a39449e6d0a09b18cd,9. Scaling Round Objects,0.5173538192438851
e6af7d42084352a39449e6d0a09b18cd,Square Cross-Sections,0.2804544889056862
e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations,0.4880640805663642
e6af7d42084352a39449e6d0a09b18cd,Bird Fez,0.5031424834067175
e6af7d42084352a39449e6d0a09b18cd,Boxes Obscure Spheres,0.18406926047589608
e6af7d42084352a39449e6d0a09b18cd,Pi Henge,0.819390003509802
e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange,0.651347777208502
e6af7d42084352a39449e6d0a09b18cd,Bear Market,0.7609582632350462
e6af7d42084352a39449e6d0a09b18cd,Warm Up,0.7867715275272997
e6af7d42084352a39449e6d0a09b18cd,Bull Market,0.6572849332614179
e6af7d42084352a39449e6d0a09b18cd,Few Clues,1.0
e6af7d42084352a39449e6d0a09b18cd,More Than Meets Your Eye,0.201342763097313
e6af7d42084352a39449e6d0a09b18cd,Not Bird,0.3021133479011493
e6af7d42084352a39449e6d0a09b18cd,Orange Dance,0.6761979657697033
e6af7d42084352a39449e6d0a09b18cd,Zzz,0.24999580660527138
e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette,0.2456361276385626
e6af7d42084352a39449e6d0a09b18cd,Sugar Cones,0.5036926697882261
e6af7d42084352a39449e6d0a09b18cd,Object Limits,0.2517335901702635
e6af7d42084352a39449e6d0a09b18cd,Ramp Up and Can It,0.23740336582040983
e6af7d42084352a39449e6d0a09b18cd,Stranger Shapes,0.3885492444561805
e6af7d42084352a39449e6d0a09b18cd,Tall and Small,0.0
e6af7d42084352a39449e6d0a09b18cd,Unnecessary,0.5386382068721628
e6af7d42084352a39449e6d0a09b18cd,Tetromino,0.7733035786196365
